FuelType,TotalFuelConsumption,NetGeneration
Gas,"5,188,837","450,109"
Gas,"1,270,569","350,490"
Gas,"13,836,662","1,103,120"
Gas,"990,255","20,424"
Gas,"30,415","133,165"
Gas,"3,683,600","307,629"
Gas,"485,325","72,955"
Gas,"3,639,411","280,845"
Gas,"536,785","37,211"
Gas,0,"12,575"
Gas,"529,725","44,225"
Gas,"15,256,211","1,227,365"
Gas,0,0
Gas,0,687
Gas,"48,355","2,079"
Gas,"13,626,766","283,442"
Gas,"15,949,950","2,415,254"
Gas,"1,131,622","125,021"
Gas,0,0
Gas,"100,206","594,305"
Gas,"31,148,323","2,211,523"
Gas,"213,638","74,286"
Gas,0,0
Gas,"4,984,870","379,002"
Gas,"47,152","276,912"
Gas,"14,249,009","1,121,034"
Gas,0,"35,458"
Gas,"44,889,178","3,760,332"
Gas,"146,571","110,327"
Gas,"3,156,137","259,077"
Gas,"3,010,076","605,858"
Gas,"20,678,930","1,650,319"
Gas,"304,461","416,237"
Gas,"9,236,122","792,320"
Gas,"28,255,402","2,274,579"
Gas,0,"972,547"
Gas,"22,646,576","1,955,280"
Gas,"2,372,078","2,029,219"
Gas,"31,750,075","3,011,709"
Gas,"19,737,845","1,371,569"
Gas,"95,010","837,744"
Gas,"17,712,129","1,653,685"
Gas,"4,200,397","464,580"
Gas,"25,320,863","2,278,716"
Gas,"28,302,434","3,716,607"
Gas,"14,769,510","2,075,238"
Gas,"22,154,270","3,112,853"
Gas,0,"860,020"
Gas,"15,945,349","1,352,854"
Gas,"60,569","470,186"
Gas,"21,270,490","2,024,945"
Gas,"146,747","1,109,715"
Gas,"20,636,697","1,809,907"
Gas,"1,183,320","976,513"
Gas,"16,951,251","1,527,305"
Gas,"515,592","889,329"
Gas,"15,115,418","1,434,361"
Gas,"514,483","1,002,848"
Gas,"22,705,286","1,996,833"
Gas,"27,313,833","3,845,913"
Gas,"722,054","1,729,613"
Gas,"32,568,755","2,731,897"
Gas,"18,803,061","1,688,227"
Gas,"4,672,834","425,764"
Gas,"835,973","910,906"
Gas,"16,937,161","1,407,455"
Gas,0,"396,738"
Gas,"7,222,046","660,696"
Gas,"1,668,651","123,086"
Gas,"1,493,770","404,138"
Gas,"18,390,640","1,615,419"
Gas,"3,167,901","725,138"
Gas,"51,041,807","4,510,087"
Gas,"2,062,631","540,254"
Gas,"20,351,926","1,776,717"
Gas,"407,294","1,177,818"
Gas,"22,350,974","1,899,049"
Gas,0,"516,247"
Gas,"10,123,380","876,377"
Gas,0,"1,233,562"
Gas,"24,097,061","2,030,144"
Gas,"7,031,271","1,391,770"
Gas,"13,514,618","1,905,205"
Gas,"937,014","332,628"
Gas,"17,592,885","1,611,131"
Gas,"124,679","696,221"
Gas,"23,261,160","2,052,050"
Gas,"87,017","1,552,616"
Gas,"30,552,508","3,197,958"
Gas,"276,699","1,207,638"
Gas,"31,714,920","2,745,343"
Gas,"778,969","933,318"
Gas,"16,522,538","1,418,342"
Gas,"1,727,646","1,455,616"
Gas,"23,759,473","2,127,046"
Gas,"426,525","34,650"
Gas,"7,025,921","857,657"
Gas,"54,619,881","4,886,808"
Gas,"1,202,282","245,812"
Gas,"38,018,897","3,489,345"
Gas,"22,679,853","2,967,074"
Gas,"34,019,779","4,450,612"
Gas,0,"779,693"
Gas,"14,080,754","1,218,658"
Gas,"337,663","180,062"
Gas,"3,392,975","293,172"
Gas,"753,209","69,126"
Gas,"30,467","378,297"
Gas,"8,696,902","667,048"
Gas,"214,423","247,511"
Gas,"11,738,640","930,965"
Gas,0,"499,970"
Gas,"10,657,070","985,572"
Gas,"146,482","36,337"
Gas,"3,268,968","349,583"
Gas,"2,515,603","220,811"
Gas,0,0
Gas,"1,074,842","62,207"
Gas,"5,277,857","443,799"
Gas,0,0
Gas,"281,619","23,978"
Gas,"12,942,248","949,337"
Gas,0,0
Gas,"796,433","116,351"
Gas,"14,910,746","1,104,539"
Gas,0,0
Gas,0,0
Gas,"767,067","58,779"
Gas,"324,971","27,477"
Gas,"10,404","1,044"
Gas,0,0
Gas,"6,483,158","725,818"
Gas,"747,287","69,409"
Gas,"75,482","3,567"
Gas,"1,956,582","144,500"
Gas,0,0
Gas,"13,944,317","1,130,835"
Gas,"59,579,427","4,257,134"
Gas,"31,787,769","748,275"
Nuclear,0,"10,640,866"
Nuclear,0,"9,500,603"
Nuclear,0,"10,052,233"
Nuclear,0,"11,303,915"
Gas,"2,630,897","214,683"
Gas,"7,868,904","76,437"
Gas,"3,987,167","124,020"
Gas,"1,041,440","7,827"
Gas,0,0
Gas,"1,089,838","83,104"
Gas,"2,555,936","215,684"
Gas,"625,969","4,702"
Gas,0,0
Gas,"4,885,786","358,481"
Gas,"11,063,562","157,090"
Gas,"292,973","28,399"
Gas,"2,129,425","44,420"
Gas,0,0
Gas,"4,705,028","80,727"
Gas,0,0
Gas,"15,107,453","952,474"
Gas,"2,337,773","171,198"
Gas,0,0
Gas,0,0
Gas,"1,799,129","12,639"
Gas,0,0
Gas,"58,551",371
Gas,0,0
Gas,"467,124","103,865"
Gas,"9,001,320","579,406"
Gas,"5,258,675","48,181"
Gas,0,0
Gas,"8,359,063","49,014"
Gas,0,0
Gas,"2,044,429","15,443"
Gas,"316,462","21,198"
Gas,"4,012,603","168,641"
Gas,"3,736,219","64,325"
Gas,"790,726","81,821"
Gas,"1,066,350","51,654"
Gas,0,0
Other,0,0
Other,0,0
Other,0,0
Other,0,0
Other,0,0
Other,0,0
Other,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"57,419","142,411"
Petroleum,"452,517","1,017,902"
Petroleum,106,212
Petroleum,"37,323","88,434"
Petroleum,0,0
Petroleum,"25,222","22,080"
Other,0,"213,371"
Other,0,"1,193"
Other,0,"283,856"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Coal,0,0
Coal,"1,800,551","2,803,103"
Coal,"3,363,451","5,417,646"
Coal,"11,517,217","18,001,331"
Coal,"2,685,859","4,063,746"
Coal,"2,057,295","3,421,022"
Coal,"6,615,744","10,652,989"
Coal,"3,429,310","5,260,159"
Coal,"8,133,613","12,131,523"
Coal,"3,072,440","5,254,706"
Coal,"6,964,482","11,619,115"
Coal,"2,770,903","4,607,964"
Coal,"4,336,723","7,461,246"
Coal,"4,080,504","7,205,596"
Coal,"2,149,348","3,613,455"
Other,0,"123,347"
Wind,0,"580,568"
Wind,0,"347,322"
Wind,0,"381,091"
Wind,0,"353,932"
Wind,0,"299,164"
Wind,0,"237,641"
Wind,0,"298,822"
Wind,0,"1,269,348"
Wind,0,"382,743"
Wind,0,"683,557"
Wind,0,"360,733"
Wind,0,"531,973"
Wind,0,"244,452"
Wind,0,"581,194"
Wind,0,"343,888"
Wind,0,"368,739"
Wind,0,"177,355"
Wind,0,"317,097"
Wind,0,"488,402"
Wind,0,"282,313"
Wind,0,"342,738"
Wind,0,"279,326"
Wind,0,"250,294"
Wind,0,"438,556"
Wind,0,"256,543"
Wind,0,"1,155,420"
Wind,0,"135,030"
Wind,0,"434,122"
Wind,0,"246,012"
Wind,0,"352,929"
Wind,0,"320,029"
Wind,0,"322,695"
Wind,0,"349,545"
Wind,0,"498,815"
Wind,0,"374,869"
Wind,0,"407,721"
Wind,0,"323,525"
Wind,0,"310,703"
Wind,0,"119,779"
Wind,0,"274,204"
Wind,0,"99,131"
Wind,0,"454,497"
Wind,0,"119,924"
Wind,0,"156,718"
Wind,0,"1,456"
Wind,0,"2,795,963"
Petroleum,"32,286","2,338"
Biomass,"630,756","24,180"
Biomass,"72,220","5,086"
Coal,0,0
Coal,0,0
Coal,"4,428,980","9,427,826"
Coal,"4,656,004","11,058,615"
Coal,"1,830,397","3,350,652"
Coal,"2,787,795","6,747,397"
Coal,"457,670","831,130"
Coal,"512,093","1,033,019"
Petroleum,"20,086","10,857"
Petroleum,"12,214","7,674"
Petroleum,"6,125","3,354"
Petroleum,"10,980","6,367"
Petroleum,0,0
Petroleum,"36,198","20,294"
Petroleum,"3,151","1,633"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Geothermal,0,"279,121"
Hydro,0,"688,324"
Hydro,0,"8,667"
Other,"58,868","4,156"
Gas,"3,925,351","349,533"
Gas,"3,628,826","256,123"
Gas,"2,318,447","237,813"
Gas,"423,501","871,795"
Gas,"16,975,586","1,607,866"
Gas,"81,871","6,827"
Gas,"102,629","827,740"
Gas,"15,920,697","1,469,897"
Gas,"2,393,274","151,608"
Gas,"152,370","16,394"
Gas,0,0
Gas,"442,289","183,012"
Gas,"3,076,125","254,511"
Gas,"84,002","5,616"
Gas,"1,625,647","148,226"
Gas,"740,044","37,549"
Coal,0,0
Coal,0,0
Coal,"185,044","203,105"
Coal,"1,287,432","2,489,291"
Coal,0,0
Coal,0,0
Coal,"507,235","574,448"
Other,0,"182,592"
Wind,0,"39,982"
Wind,0,"24,515"
Biomass,"901,115","297,122"
Biomass,"4,388","1,741"
Biomass,"81,746","12,656"
Biomass,"492,116","124,368"
Biomass,"8,878","10,923"
Biomass,0,0
Biomass,"792,811","330,908"
Biomass,"1,345,495","296,639"
Biomass,"143,765","24,465"
Biomass,"693,124","429,653"
Biomass,"904,433","246,584"
Biomass,"264,847","60,552"
Biomass,"409,546","84,189"
Biomass,"5,745,923","232,404"
Biomass,881,111
Biomass,"205,010","95,961"
Biomass,"265,578","101,964"
Biomass,"418,004","115,497"
Coal,"659,643","1,522,044"
Coal,"187,903","455,361"
Coal,"303,534","611,515"
Coal,"394,451","918,769"
Coal,"3,299,383","8,259,185"
Coal,"1,458,128","3,279,086"
Coal,"681,147","1,682,637"
Coal,"2,281,319","5,581,404"
Coal,0,0
Coal,"136,403","100,502"
Coal,"51,795","103,331"
Coal,"59,573","116,619"
Coal,"83,911","116,153"
Coal,"551,437","270,170"
Coal,"185,733","390,049"
Coal,"137,864","98,800"
Coal,"663,218","956,465"
Coal,"199,524","485,466"
Coal,0,0
Coal,"696,961","1,130,835"
Coal,"33,829","30,442"
Coal,"568,195","430,558"
Petroleum,"6,912","3,765"
Petroleum,"13,134","7,375"
Petroleum,"24,033","10,818"
Petroleum,"5,225","2,853"
Petroleum,0,0
Petroleum,"7,133","5,646"
Petroleum,"23,869","13,794"
Petroleum,"1,812",504
Petroleum,"44,200","25,121"
Petroleum,0,0
Petroleum,"4,830","3,902"
Petroleum,"2,169",729
Petroleum,"7,748","3,976"
Petroleum,"5,080","2,864"
Petroleum,"37,794","17,767"
Petroleum,"27,791","13,321"
Petroleum,"10,720","6,307"
Petroleum,"32,405","13,449"
Petroleum,"20,438","8,379"
Petroleum,"70,141","38,444"
Petroleum,"82,586","37,525"
Petroleum,0,0
Petroleum,"16,000","2,825"
Petroleum,"48,272","26,466"
Petroleum,"144,817","89,285"
Petroleum,0,0
Petroleum,"7,666",929
Petroleum,"10,079","1,160"
Petroleum,0,0
Petroleum,"32,065","20,733"
Petroleum,"11,210","5,562"
Petroleum,0,"30,443"
Petroleum,"132,654","65,852"
Petroleum,"19,503","10,335"
Petroleum,"57,155","28,160"
Petroleum,0,0
Petroleum,"15,018","8,341"
Petroleum,0,0
Petroleum,"29,399","20,078"
Petroleum,"4,233",706
Petroleum,"38,180","21,424"
Petroleum,0,0
Petroleum,"11,719","3,137"
Petroleum,"13,025","7,715"
Petroleum,0,0
Petroleum,"3,870",280
Petroleum,"25,141","15,840"
Petroleum,311,116
Petroleum,115,54
Petroleum,"24,305","2,173"
Hydro,0,"431,662"
Hydro,0,"-385,923"
Hydro,0,"419,724"
Hydro,"4,453,437","-829,696"
Hydro,0,0
Hydro,0,"482,464"
Hydro,0,"69,883"
Hydro,0,"10,832"
Hydro,0,0
Other,"264,271","259,991"
Other,"136,522","66,152"
Other,"158,926","77,389"
Gas,0,0
Gas,"16,978,091","2,380,426"
Gas,0,0
Gas,0,0
Gas,"21,158,550","3,037,637"
Gas,0,0
Gas,"1,581,271","141,924"
Gas,"119,746","11,787"
Gas,"625,868","49,949"
Gas,"712,270","58,094"
Gas,"903,761","79,309"
Gas,"815,541","65,171"
Gas,"2,342,897","223,553"
Gas,"3,039,014","286,102"
Gas,"1,607,571","180,773"
Gas,"4,822,711","517,328"
Gas,"2,388",185
Gas,"27,793","2,144"
Gas,"57,980","3,387"
Gas,"1,010,344","20,645"
Gas,0,0
Gas,"3,546,859","410,083"
Gas,"963,279","608,081"
Gas,"13,778,599","1,158,763"
Gas,"1,004,147","95,336"
Gas,"744,075","62,405"
Gas,"1,460,938","89,425"
Gas,0,0
Gas,"4,380,842","539,321"
Gas,"413,692","38,496"
Gas,"542,158","810,669"
Gas,"14,277,371","1,255,270"
Gas,0,0
Gas,"343,288","40,490"
Gas,0,0
Gas,"1,764",213
Gas,"2,799,591","37,877"
Nuclear,0,"6,597,347"
Nuclear,0,"6,412,295"
Nuclear,0,"7,302,499"
Nuclear,0,"7,900,111"
Other,0,0
Petroleum,"367,440","213,687"
Petroleum,"378,420","233,151"
Petroleum,"140,148","26,490"
Petroleum,0,0
Petroleum,"95,633","11,443"
Petroleum,"221,658","20,400"
Petroleum,"11,395","2,551"
Other,"16,017","24,160"
Petroleum,0,0
Petroleum,"42,551","23,684"
Petroleum,"2,288","1,264"
Biomass,"326,929","218,153"
Biomass,0,0
Biomass,"182,308","154,990"
Biomass,0,0
Petroleum,263,111
Petroleum,996,528
Petroleum,"3,398","1,130"
Petroleum,478,278
Hydro,0,"47,250"
Hydro,0,"500,455"
Hydro,0,"1,090,269"
Hydro,0,"25,618"
Petroleum,0,0
Petroleum,"3,369","1,293"
Gas,"63,800","4,431"
Nuclear,0,"5,360,608"
Petroleum,685,238
Wind,0,"11,589"
Biomass,"273,479","182,949"
Biomass,"184,011","175,614"
Biomass,"866,062","193,489"
Biomass,"39,063","10,657"
Biomass,"177,731","59,735"
Biomass,"884,196","168,151"
Biomass,"203,649","32,094"
Biomass,"269,372","103,293"
Biomass,"113,068","59,457"
Biomass,"1,925,479","79,719"
Biomass,"69,825","1,667"
Biomass,"150,387","79,994"
Biomass,0,0
Biomass,0,0
Biomass,0,0
Biomass,0,0
Biomass,0,0
Biomass,"436,829","290,233"
Coal,0,0
Petroleum,"15,001","6,782"
Petroleum,"20,828","11,354"
Petroleum,14,3
Petroleum,"5,136",621
Petroleum,0,0
Petroleum,0,"2,949"
Petroleum,"15,346","7,755"
Petroleum,0,0
Petroleum,0,0
Petroleum,"2,380",418
Petroleum,0,0
Petroleum,47,19
Petroleum,"23,267","8,420"
Petroleum,673,372
Petroleum,210,108
Petroleum,"8,780",658
Hydro,0,"591,615"
Hydro,0,"5,341,630"
Hydro,0,"3,759,338"
Hydro,0,"4,234,962"
Hydro,0,"4,344,444"
Hydro,0,"995,862"
Hydro,0,"9,780,018"
Hydro,0,"1,824,578"
Hydro,0,"2,312,802"
Hydro,0,"2,416,856"
Hydro,0,"20,934,810"
Hydro,"3,487","52,383"
Hydro,0,"2,371,267"
Hydro,0,"2,261,922"
Hydro,0,"619,116"
Hydro,0,"838,890"
Hydro,0,"3,587,038"
Hydro,0,"45,267"
Hydro,0,"7,511,883"
Hydro,0,"158,400"
Hydro,0,"2,117"
Petroleum,0,0
Petroleum,4,2
Other,"117,665","63,675"
Gas,"59,232","5,226"
Gas,"9,161",458
Gas,"1,563,523","142,738"
Gas,0,"124,751"
Gas,"2,997,481","253,957"
Gas,"11,670,692","1,624,925"
Gas,"654,479","37,004"
Gas,0,0
Gas,"11,633,226","1,675,135"
Gas,"1,349,131","26,283"
Gas,0,0
Gas,"9,541,833","750,791"
Gas,"291,433","269,554"
Gas,"6,860,735","596,399"
Gas,"1,346,140","20,521"
Gas,"263,545","466,050"
Gas,"8,857,194","874,509"
Gas,"2,379,913","597,223"
Gas,"10,204,206","1,150,030"
Gas,"397,178","501,433"
Gas,"9,295,678","891,107"
Gas,355,"314,315"
Gas,"6,303,652","596,695"
Gas,67,2
Gas,0,0
Gas,"2,400,709","189,333"
Gas,"224,182","20,541"
Gas,"174,481","18,636"
Gas,"6,122",801
Gas,"1,195,323","16,179"
Nuclear,0,"6,634,014"
Gas,0,0
Gas,"3,004,103","244,888"
Petroleum,"21,678","2,794"
Petroleum,"6,237","1,187"
Solar,0,0
Coal,"4,974,233","7,438,653"
Coal,"106,400","39,120"
Wind,0,"233,636"
Wind,0,"402,108"
Wind,0,"379,078"
Wind,0,"555,156"
Wind,0,"512,481"
Wind,0,"551,471"
Wind,0,"229,035"
Wind,0,"202,168"
Wind,0,"473,803"
Petroleum,"47,122","3,832"
Petroleum,0,0
Biomass,"253,549","164,527"
Biomass,"37,452","15,572"
Biomass,"56,551","35,756"
Biomass,"14,084","16,110"
Biomass,"20,772","9,660"
Biomass,"520,000","159,471"
Biomass,"229,931","51,380"
Biomass,"211,302","61,087"
Biomass,"86,831","20,470"
Biomass,"595,782","21,670"
Biomass,"3,478","3,411"
Biomass,"4,185,846","94,067"
Biomass,"8,157,787","297,026"
Biomass,"551,270","20,875"
Biomass,"324,801","8,669"
Biomass,"707,544","30,666"
Biomass,"61,735",561
Biomass,"433,468","137,357"
Biomass,"291,368","3,426"
Biomass,"22,279","8,377"
Biomass,"9,271","1,821"
Biomass,"454,078","89,878"
Coal,0,0
Coal,"611,825","876,080"
Coal,"11,535","24,359"
Coal,0,0
Coal,"7,280","11,971"
Coal,"131,209","310,191"
Coal,0,0
Coal,"92,406","110,797"
Coal,"260,030","341,275"
Coal,"124,645","68,486"
Coal,"608,755","1,131,846"
Coal,"145,294","296,344"
Coal,"116,626","42,224"
Coal,"497,221","242,779"
Petroleum,0,0
Petroleum,"3,812",270
Petroleum,"8,207","1,077"
Petroleum,0,0
Petroleum,205,"-3,238"
Petroleum,156,-262
Petroleum,"20,068","11,234"
Petroleum,673,353
Petroleum,74,29
Petroleum,0,-240
Petroleum,0,0
Petroleum,0,0
Petroleum,40,23
Petroleum,23,11
Petroleum,"11,170","6,122"
Petroleum,"3,462","1,921"
Petroleum,0,0
Petroleum,"11,369","3,179"
Petroleum,"4,083","1,624"
Petroleum,0,0
Petroleum,0,-141
Petroleum,0,0
Petroleum,0,0
Petroleum,"17,666","9,595"
Petroleum,"2,787",871
Petroleum,"1,949",268
Petroleum,0,611
Petroleum,"2,469","1,233"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,15
Petroleum,56,28
Petroleum,890,395
Petroleum,"4,687","2,000"
Petroleum,"3,364","1,856"
Petroleum,"3,196","1,709"
Petroleum,643,271
Petroleum,406,119
Petroleum,0,0
Petroleum,172,82
Petroleum,0,0
Petroleum,473,63
Hydro,0,"1,424,178"
Hydro,0,"24,691"
Hydro,0,925
Hydro,0,"17,227"
Hydro,0,"138,386"
Petroleum,0,0
Other,"12,488","12,235"
Gas,"181,403","11,417"
Gas,"1,982",97
Gas,"165,056","9,758"
Gas,0,0
Gas,"16,377,875","2,272,750"
Gas,"257,390","25,288"
Gas,"31,564","1,980"
Gas,"202,812","14,089"
Gas,51,-240
Gas,"39,700","2,548"
Gas,"162,509","14,260"
Gas,"56,477","3,709"
Gas,"286,756","29,701"
Gas,294,28
Gas,"7,625",494
Gas,"379,123","34,459"
Gas,"69,093","3,290"
Gas,"323,514","21,100"
Gas,"56,288","3,655"
Gas,"417,818","29,101"
Gas,"135,563","20,306"
Gas,"851,509","73,596"
Gas,"58,606","3,011"
Gas,"10,550",587
Gas,"560,101","13,698"
Gas,"272,684","6,359"
Gas,"102,386","278,765"
Gas,"6,465,196","562,927"
Gas,"251,554","22,718"
Gas,"1,706,097","147,590"
Gas,"154,751","368,454"
Gas,"6,792,060","615,107"
Gas,"48,147","242,971"
Gas,"4,716,152","417,587"
Gas,"45,994","4,098"
Gas,"2,141,517","156,486"
Gas,"19,579","1,934"
Gas,"343,419","20,146"
Gas,0,0
Gas,"642,420","29,451"
Gas,532,7
Gas,"810,859","38,948"
Gas,0,0
Gas,"329,208","19,396"
Gas,"3,526,193","79,491"
Nuclear,0,"4,385,382"
Nuclear,0,"3,782,451"
Nuclear,0,"4,515,318"
Other,55,48
Petroleum,0,0
Petroleum,"84,943","213,845"
Petroleum,"109,516","210,056"
Petroleum,"148,995","230,805"
Petroleum,"31,163","17,122"
Other,0,"38,368"
Petroleum,"8,474","1,300"
Petroleum,"143,447","15,911"
Coal,"99,729","111,978"
Coal,"2,565,605","4,399,529"
Coal,0,0
Coal,"2,461,172","4,039,327"
Coal,"484,540","856,954"
Coal,0,0
Coal,0,0
Coal,"945,855","1,449,787"
Coal,"3,314,523","6,047,231"
Coal,"26,869","31,518"
Coal,"853,487","1,437,373"
Coal,"1,499,381","2,481,211"
Coal,"4,761,560","7,210,086"
Coal,"4,053,332","6,471,849"
Coal,0,0
Coal,"160,853","150,300"
Coal,0,0
Coal,"170,804","79,463"
Coal,"34,575","52,670"
Coal,"96,238","37,881"
Coal,"54,018","17,408"
Other,"2,734","5,327"
Other,"4,937","13,362"
Other,"5,713","3,651"
Coal,0,0
Wind,0,"13,970"
Wind,0,"20,149"
Wind,0,"180,286"
Wind,0,"336,220"
Wind,0,"134,630"
Wind,0,"307,217"
Wind,0,"4,805"
Wind,0,"61,849"
Biomass,0,0
Biomass,0,0
Coal,"5,498,720","12,426,607"
Coal,"699,984","1,650,835"
Coal,"1,074,116","2,483,882"
Coal,"161,122","297,832"
Coal,"1,411,776","3,042,140"
Coal,"4,153,187","10,038,854"
Coal,0,-149
Coal,"507,327","1,028,178"
Coal,"3,678,634","9,372,004"
Coal,"3,991,565","9,764,938"
Coal,"2,404,993","5,752,459"
Coal,"3,239,461","7,791,435"
Coal,0,0
Coal,0,0
Coal,"278,203","293,650"
Coal,"44,829","75,971"
Coal,"109,454","193,692"
Coal,0,0
Coal,"55,151","12,282"
Petroleum,"99,423","55,084"
Petroleum,"3,458","1,949"
Petroleum,"21,005","11,391"
Petroleum,"5,694","1,953"
Petroleum,"46,505","25,463"
Petroleum,0,0
Petroleum,"8,199","4,323"
Petroleum,"29,883","17,846"
Petroleum,"29,911","17,575"
Petroleum,0,0
Petroleum,"35,820","21,395"
Petroleum,0,0
Petroleum,"23,305","11,865"
Petroleum,"1,140",498
Hydro,0,"618,567"
Hydro,0,"239,658"
Hydro,0,"195,373"
Hydro,0,"497,154"
Hydro,0,"25,523"
Petroleum,323,90
Gas,"236,455","24,751"
Gas,"36,666","2,738"
Gas,"149,539","15,094"
Gas,0,0
Gas,0,0
Gas,"360,516","30,322"
Gas,"323,053","28,810"
Gas,"2,761",267
Gas,0,0
Gas,0,0
Gas,"1,017,958","11,497"
Gas,"2,573,521","35,868"
Other,0,0
Petroleum,0,0
Petroleum,0,0
Coal,0,0
Coal,"472,824","1,017,737"
Coal,0,0
Coal,"58,263","77,217"
Coal,"345,054","699,014"
Coal,0,0
Coal,"488,068","1,165,418"
Other,282,422
Coal,"83,798","116,570"
Coal,"590,673","629,778"
Coal,"182,767","205,422"
Wind,0,"163,003"
Wind,0,"579,436"
Petroleum,180,106
Petroleum,"3,991","1,134"
Coal,0,0
Coal,0,0
Coal,"542,094","195,355"
Petroleum,"18,894","9,948"
Petroleum,"7,804","3,890"
Petroleum,"29,295","16,547"
Petroleum,"31,211","18,192"
Petroleum,846,482
Petroleum,"1,683",838
Petroleum,127,61
Petroleum,"1,262",130
Hydro,0,"853,609"
Gas,"409,901","40,525"
Gas,"3,712,034","365,621"
Gas,"43,321","3,455"
Gas,"687,435","56,361"
Gas,"82,438","10,634"
Gas,"176,089","8,708"
Gas,"261,541","13,854"
Gas,"2,837,883","22,953"
Gas,"14,798,921","271,329"
Gas,"2,273,962","10,139"
Other,0,0
Coal,"3,524,690","5,007,848"
Coal,"2,491,422","4,712,838"
Coal,"2,005,001","2,709,366"
Coal,"7,132,436","11,654,860"
Coal,"8,431,865","15,169,992"
Coal,0,0
Coal,"560,705","763,488"
Coal,"725,326","1,020,216"
Coal,"319,283","522,876"
Wind,0,"352,175"
Wind,0,"128,330"
Wind,0,"202,845"
Wind,0,"337,581"
Wind,0,"206,185"
Wind,0,"369,520"
Wind,0,"84,081"
Wind,0,"20,300"
Wind,0,"72,656"
Wind,0,99
Wind,0,"33,276"
Wind,0,"22,850"
Wind,0,"383,922"
Petroleum,"6,062",35
